isBest	lncRNA_gene	lncRNA_transcript	partnerRNA_gene	partnerRNA_transcript	direction	type	distance	subtype	location
0	XLOC_008909	TCONS_00018216	AT2G19230	AT2G19230.1	antisense	intergenic	4807	divergent	upstream
0	XLOC_008909	TCONS_00018216	AT2G19240	AT2G19240.1	antisense	intergenic	676	divergent	upstream
0	XLOC_008909	TCONS_00018216	AT2G19280	AT2G19280.2	sense	intergenic	6480	same_strand	upstream
0	XLOC_008909	TCONS_00018216	AT2G19260	AT2G19260.2	sense	intergenic	191	same_strand	upstream
0	XLOC_008909	TCONS_00018216	AT2G19270	AT2G19270.1	antisense	intergenic	4200	convergent	downstream
0	XLOC_008909	TCONS_00018216	AT2G19230	AT2G19230.2	antisense	intergenic	4807	divergent	upstream
0	XLOC_008909	TCONS_00018216	AT2G19290	AT2G19290.1	antisense	intergenic	9969	convergent	downstream
0	XLOC_008909	TCONS_00018216	AT2G19280	AT2G19280.4	sense	intergenic	6437	same_strand	upstream
0	XLOC_008909	TCONS_00018216	AT2G19280	AT2G19280.1	sense	intergenic	6477	same_strand	upstream
0	XLOC_008909	TCONS_00018216	AT2G19240	AT2G19240.2	antisense	intergenic	676	divergent	upstream
0	XLOC_008909	TCONS_00018216	AT2G19280	AT2G19280.3	sense	intergenic	6437	same_strand	upstream
1	XLOC_014915	TCONS_00030629	AT3G06315	AT3G06315.1	antisense	intergenic	4177	divergent	upstream
1	XLOC_008805	TCONS_00017999	AT2G06945	AT2G06945.1	sense	intergenic	148	same_strand	upstream
0	XLOC_008805	TCONS_00017999	AT2G17500	AT2G17500.1	sense	intergenic	3462	same_strand	upstream
0	XLOC_008805	TCONS_00017999	AT2G06955	AT2G06955.1	sense	intergenic	1157	same_strand	upstream
0	XLOC_008805	TCONS_00017999	AT2G17510	AT2G17510.2	antisense	intergenic	6043	convergent	downstream
0	XLOC_008805	TCONS_00017999	AT2G17510	AT2G17510.1	antisense	intergenic	5941	convergent	downstream
0	XLOC_008805	TCONS_00017999	AT2G17500	AT2G17500.2	sense	intergenic	3433	same_strand	upstream
0	XLOC_008805	TCONS_00017999	AT2G17500	AT2G17500.3	sense	intergenic	3489	same_strand	upstream
0	XLOC_008805	TCONS_00017999	AT2G17480	AT2G17480.1	antisense	intergenic	5432	divergent	upstream
0	XLOC_008805	TCONS_00017999	AT2G17500	AT2G17500.4	sense	intergenic	3610	same_strand	upstream
1	XLOC_014946	TCONS_00030697	AT3G42800	AT3G42800.1	sense	intergenic	9997	same_strand	downstream
1	XLOC_008566	TCONS_00017572	AT2G11270	AT2G11270.1	sense	genic	0	overlapping	exonic
0	XLOC_008566	TCONS_00017572	AT2G11271	AT2G11271.1	antisense	intergenic	253	convergent	downstream
0	XLOC_008566	TCONS_00017572	AT2G11225	AT2G11225.1	sense	genic	0	containing	exonic
0	XLOC_008566	TCONS_00017572	AT2G11215	AT2G11215.1	sense	genic	0	containing	exonic
1	XLOC_015499	TCONS_00031771	AT3G52535	AT3G52535.1	sense	genic	0	containing	exonic
0	XLOC_015499	TCONS_00031771	AT3G52525	AT3G52525.1	sense	intergenic	8175	same_strand	downstream
0	XLOC_015499	TCONS_00031771	AT3G52520	AT3G52520.1	sense	intergenic	9750	same_strand	downstream
0	XLOC_015499	TCONS_00031771	AT3G52560	AT3G52560.3	antisense	intergenic	5833	convergent	downstream
0	XLOC_015499	TCONS_00031771	AT3G52526	AT3G52526.3	sense	genic	0	containing	exonic
0	XLOC_015499	TCONS_00031771	AT3G52540	AT3G52540.1	antisense	genic	0	overlapping	exonic
0	XLOC_015499	TCONS_00031771	AT3G52526	AT3G52526.2	sense	genic	0	overlapping	exonic
0	XLOC_015499	TCONS_00031771	AT3G52530	AT3G52530.1	antisense	genic	0	containing	intronic
0	XLOC_015499	TCONS_00031771	AT3G52526	AT3G52526.1	sense	genic	0	overlapping	exonic
0	XLOC_015499	TCONS_00031771	AT3G52550	AT3G52550.1	antisense	intergenic	3548	convergent	downstream
0	XLOC_015499	TCONS_00031771	AT3G52535	AT3G52535.2	sense	genic	0	containing	exonic
0	XLOC_015499	TCONS_00031771	AT3G08270	AT3G08270.1	antisense	intergenic	4989	divergent	upstream
0	XLOC_015499	TCONS_00031771	AT3G08265	AT3G08265.1	sense	intergenic	4989	same_strand	downstream
0	XLOC_015499	TCONS_00031771	AT3G52560	AT3G52560.2	antisense	intergenic	5833	convergent	downstream
0	XLOC_015499	TCONS_00031771	AT3G52560	AT3G52560.4	antisense	intergenic	5826	convergent	downstream
0	XLOC_015499	TCONS_00031771	AT3G52535	AT3G52535.3	sense	genic	0	containing	exonic
0	XLOC_015499	TCONS_00031771	AT3G52560	AT3G52560.1	antisense	intergenic	5818	convergent	downstream
0	XLOC_015499	TCONS_00031771	AT3G52561	AT3G52561.1	antisense	intergenic	8483	convergent	downstream
1	XLOC_011384	TCONS_00023202	AT2G07195	at2g07195	sense	genic	0	containing	exonic
0	XLOC_011384	TCONS_00023202	AT2G19380	AT2G19380.1	antisense	intergenic	5437	convergent	downstream
0	XLOC_011384	TCONS_00023202	AT2G19400	AT2G19400.1	sense	intergenic	6395	same_strand	downstream
0	XLOC_011384	TCONS_00023202	AT2G19360	AT2G19360.1	antisense	intergenic	9075	convergent	downstream
0	XLOC_011384	TCONS_00023202	AT2G19390	AT2G19390.1	sense	genic	0	nested	intronic
0	XLOC_011384	TCONS_00023202	AT2G19385	AT2G19385.1	antisense	intergenic	3659	convergent	downstream
0	XLOC_011384	TCONS_00023202	AT2G19390	AT2G19390.2	sense	genic	0	nested	intronic
1	XLOC_014685	TCONS_00030248	AT3G27340	AT3G27340.4	sense	genic	0	nested	exonic
0	XLOC_014685	TCONS_00030248	AT3G27355	AT3G27355.1	antisense	intergenic	4769	convergent	downstream
0	XLOC_014685	TCONS_00030248	AT3G27340	AT3G27340.2	sense	genic	0	containing	exonic
0	XLOC_014685	TCONS_00030248	AT3G27331	AT3G27331.1	sense	intergenic	4999	same_strand	downstream
0	XLOC_014685	TCONS_00030248	AT3G27329	AT3G27329.1	sense	intergenic	6717	same_strand	downstream
0	XLOC_014685	TCONS_00030248	AT3G27350	AT3G27350.2	sense	intergenic	2531	same_strand	upstream
0	XLOC_014685	TCONS_00030248	AT3G27360	AT3G27360.1	antisense	intergenic	5977	convergent	downstream
0	XLOC_014685	TCONS_00030248	AT3G27340	AT3G27340.3	sense	genic	0	containing	exonic
0	XLOC_014685	TCONS_00030248	AT3G27380	AT3G27380.1	antisense	intergenic	6482	convergent	downstream
0	XLOC_014685	TCONS_00030248	AT3G27340	AT3G27340.1	sense	genic	0	nested	exonic
0	XLOC_014685	TCONS_00030248	AT3G27380	AT3G27380.2	antisense	intergenic	6482	convergent	downstream
0	XLOC_014685	TCONS_00030248	AT3G27330	AT3G27330.1	antisense	intergenic	632	divergent	upstream
0	XLOC_014685	TCONS_00030248	AT3G27350	AT3G27350.1	sense	intergenic	2722	same_strand	upstream
0	XLOC_014685	TCONS_00030248	AT3G27350	AT3G27350.3	sense	intergenic	2531	same_strand	upstream
1	AT5G40275	AT5G40275.1	AT5G40275	AT5G40275.1	sense	genic	0	containing	exonic
0	AT5G40275	AT5G40275.1	AT5G40290	AT5G40290.1	sense	intergenic	5208	same_strand	downstream
0	AT5G40275	AT5G40275.1	AT5G40280	AT5G40280.2	antisense	intergenic	1340	divergent	upstream
0	AT5G40275	AT5G40275.1	AT5G40270	AT5G40270.2	sense	intergenic	945	same_strand	upstream
0	AT5G40275	AT5G40275.1	AT5G40260	AT5G40260.1	antisense	intergenic	6393	convergent	downstream
0	AT5G40275	AT5G40275.1	AT5G40280	AT5G40280.1	antisense	intergenic	1292	divergent	upstream
0	AT5G40275	AT5G40275.1	AT5G40270	AT5G40270.1	sense	intergenic	947	same_strand	upstream
0	AT5G40275	AT5G40275.1	AT5G40260	AT5G40260.2	antisense	intergenic	6444	convergent	downstream
1	XLOC_021790	TCONS_00044487	AT4G02640	AT4G02640.1	antisense	genic	0	overlapping	exonic
0	XLOC_021790	TCONS_00044487	AT4G02630	AT4G02630.1	antisense	intergenic	419	convergent	downstream
0	XLOC_021790	TCONS_00044487	AT4G04225	AT4G04225.1	antisense	intergenic	3849	convergent	downstream
0	XLOC_021790	TCONS_00044487	AT4G02600	AT4G02600.1	antisense	intergenic	6266	convergent	downstream
0	XLOC_021790	TCONS_00044487	AT4G02655	AT4G02655.2	antisense	intergenic	2606	divergent	upstream
0	XLOC_021790	TCONS_00044487	AT4G02640	AT4G02640.3	antisense	genic	0	overlapping	exonic
0	XLOC_021790	TCONS_00044487	AT4G02610	AT4G02610.1	antisense	intergenic	4492	convergent	downstream
0	XLOC_021790	TCONS_00044487	AT4G02660	AT4G02660.3	sense	intergenic	3490	same_strand	downstream
0	XLOC_021790	TCONS_00044487	AT4G02600	AT4G02600.2	antisense	intergenic	6266	convergent	downstream
0	XLOC_021790	TCONS_00044487	AT4G02640	AT4G02640.4	antisense	genic	0	overlapping	exonic
0	XLOC_021790	TCONS_00044487	AT4G02655	AT4G02655.1	antisense	intergenic	2671	divergent	upstream
0	XLOC_021790	TCONS_00044487	AT4G02620	AT4G02620.1	sense	intergenic	2473	same_strand	upstream
0	XLOC_021790	TCONS_00044487	AT4G02660	AT4G02660.1	sense	intergenic	3349	same_strand	downstream
0	XLOC_021790	TCONS_00044487	AT4G02660	AT4G02660.2	sense	intergenic	3317	same_strand	downstream
0	XLOC_021790	TCONS_00044487	AT4G02640	AT4G02640.2	antisense	genic	0	overlapping	exonic
0	XLOC_021790	TCONS_00044487	AT4G02650	AT4G02650.1	antisense	intergenic	202	divergent	upstream
1	AT5G48412	AT5G48412.1	AT5G48412	AT5G48412.1	sense	genic	0	containing	exonic
0	AT5G48412	AT5G48412.1	AT5G07125	AT5G07125.1	antisense	intergenic	1152	divergent	upstream
0	AT5G48412	AT5G48412.1	AT5G07115	AT5G07115.1	sense	intergenic	1015	same_strand	downstream
0	AT5G48412	AT5G48412.1	AT5G07145	AT5G07145.1	antisense	intergenic	8463	divergent	upstream
0	AT5G48412	AT5G48412.1	AT5G48450	AT5G48450.2	sense	intergenic	8471	same_strand	downstream
0	AT5G48412	AT5G48412.1	AT5G48410	AT5G48410.1	antisense	intergenic	91	convergent	downstream
0	AT5G48412	AT5G48412.1	AT5G48400	AT5G48400.2	antisense	intergenic	4008	convergent	downstream
0	AT5G48412	AT5G48412.1	AT5G07095	AT5G07095.1	antisense	intergenic	316	divergent	upstream
0	AT5G48412	AT5G48412.1	AT5G48410	AT5G48410.3	antisense	intergenic	91	convergent	downstream
0	AT5G48412	AT5G48412.1	AT5G48430	AT5G48430.1	sense	intergenic	3402	same_strand	downstream
0	AT5G48412	AT5G48412.1	AT5G48440	AT5G48440.2	sense	intergenic	5535	same_strand	downstream
0	AT5G48412	AT5G48412.1	AT5G48390	AT5G48390.1	antisense	intergenic	8133	convergent	downstream
0	AT5G48412	AT5G48412.1	AT5G48410	AT5G48410.4	antisense	intergenic	239	convergent	downstream
0	AT5G48412	AT5G48412.1	AT5G48450	AT5G48450.1	sense	intergenic	8559	same_strand	downstream
0	AT5G48412	AT5G48412.1	AT5G48420	AT5G48420.1	sense	intergenic	2130	same_strand	downstream
0	AT5G48412	AT5G48412.1	AT5G48410	AT5G48410.2	antisense	intergenic	91	convergent	downstream
0	AT5G48412	AT5G48412.1	AT5G48440	AT5G48440.3	sense	intergenic	5426	same_strand	downstream
0	AT5G48412	AT5G48412.1	AT5G07105	AT5G07105.1	antisense	intergenic	488	divergent	upstream
0	AT5G48412	AT5G48412.1	AT5G48400	AT5G48400.1	antisense	intergenic	4008	convergent	downstream
0	AT5G48412	AT5G48412.1	AT5G48440	AT5G48440.1	sense	intergenic	5426	same_strand	downstream
1	XLOC_028743	TCONS_00059088	AT5G25640	AT5G25640.1	sense	genic	0	overlapping	exonic
0	XLOC_028743	TCONS_00059088	AT5G04075	AT5G04075.1	antisense	intergenic	9983	divergent	upstream
0	XLOC_028743	TCONS_00059088	AT5G25625	AT5G25625.1	sense	intergenic	2933	same_strand	upstream
0	XLOC_028743	TCONS_00059088	AT5G25750	AT5G25750.1	antisense	genic	0	containing	exonic
0	XLOC_028743	TCONS_00059088	AT5G25755	AT5G25755.2	sense	intergenic	5329	same_strand	downstream
0	XLOC_028743	TCONS_00059088	AT5G25754	AT5G25754.1	antisense	intergenic	61	divergent	upstream
0	XLOC_028743	TCONS_00059088	AT5G04065	AT5G04065.1	sense	intergenic	9624	same_strand	downstream
0	XLOC_028743	TCONS_00059088	AT5G25755	AT5G25755.1	sense	intergenic	5329	same_strand	downstream
0	XLOC_028743	TCONS_00059088	AT5G04055	AT5G04055.1	antisense	intergenic	6040	divergent	upstream
0	XLOC_028743	TCONS_00059088	AT5G25630	AT5G25630.1	antisense	intergenic	88	convergent	downstream
0	XLOC_028743	TCONS_00059088	AT5G25756	AT5G25756.1	sense	intergenic	8174	same_strand	downstream
0	XLOC_028743	TCONS_00059088	AT5G25630	AT5G25630.2	antisense	intergenic	372	convergent	downstream
0	XLOC_028743	TCONS_00059088	AT5G25630	AT5G25630.3	antisense	intergenic	88	convergent	downstream
1	AT3G06125	AT3G06125.2	AT3G06125	AT3G06125.3	sense	genic	0	containing	exonic
0	AT3G06125	AT3G06125.2	AT3G06125	AT3G06125.2	sense	genic	0	containing	exonic
0	AT3G06125	AT3G06125.2	AT3G06130	AT3G06130.1	antisense	intergenic	3476	convergent	downstream
0	AT3G06125	AT3G06125.2	AT3G06090	AT3G06090.1	sense	intergenic	7836	same_strand	downstream
0	AT3G06125	AT3G06125.2	AT3G06125	AT3G06125.1	sense	genic	0	overlapping	exonic
0	AT3G06125	AT3G06125.2	AT3G06110	AT3G06110.1	sense	intergenic	4073	same_strand	downstream
0	AT3G06125	AT3G06125.2	AT3G06120	AT3G06120.1	sense	intergenic	589	same_strand	downstream
0	AT3G06125	AT3G06125.2	AT3G06110	AT3G06110.2	sense	intergenic	3786	same_strand	downstream
0	AT3G06125	AT3G06125.2	AT3G06140	AT3G06140.1	antisense	intergenic	7350	convergent	downstream
0	AT3G06125	AT3G06125.2	AT3G06100	AT3G06100.1	antisense	intergenic	5652	divergent	upstream
0	AT3G06125	AT3G06125.2	AT3G06110	AT3G06110.3	sense	intergenic	3834	same_strand	downstream
0	AT3G06125	AT3G06125.2	AT3G06105	AT3G06105.1	antisense	intergenic	5454	divergent	upstream
0	AT3G06125	AT3G06125.2	AT3G01815	AT3G01815.1	sense	intergenic	2588	same_strand	upstream
0	AT3G06125	AT3G06125.2	AT3G06100	AT3G06100.2	antisense	intergenic	6137	divergent	upstream
0	AT3G06125	AT3G06125.2	AT3G06130	AT3G06130.2	antisense	intergenic	3552	convergent	downstream
0	AT3G06125	AT3G06125.2	AT3G06100	AT3G06100.3	antisense	intergenic	6553	divergent	upstream
1	XLOC_017658	TCONS_00036174	AT3G26445	AT3G26445.1	sense	genic	0	containing	exonic
0	XLOC_017658	TCONS_00036174	AT3G26470	AT3G26470.1	antisense	intergenic	4800	divergent	upstream
0	XLOC_017658	TCONS_00036174	AT3G26480	AT3G26480.2	sense	intergenic	6537	same_strand	downstream
0	XLOC_017658	TCONS_00036174	AT3G26440	AT3G26440.4	antisense	genic	0	overlapping	exonic
0	XLOC_017658	TCONS_00036174	AT3G26410	AT3G26410.1	sense	intergenic	8453	same_strand	upstream
0	XLOC_017658	TCONS_00036174	AT3G26440	AT3G26440.1	antisense	genic	0	nested	exonic
0	XLOC_017658	TCONS_00036174	AT3G26430	AT3G26430.1	antisense	intergenic	3874	convergent	downstream
0	XLOC_017658	TCONS_00036174	AT3G26440	AT3G26440.3	antisense	genic	0	overlapping	exonic
0	XLOC_017658	TCONS_00036174	AT3G05015	AT3G05015.1	sense	intergenic	4881	same_strand	downstream
0	XLOC_017658	TCONS_00036174	AT3G26420	AT3G26420.1	antisense	intergenic	3796	convergent	downstream
0	XLOC_017658	TCONS_00036174	AT3G26460	AT3G26460.1	sense	intergenic	2550	same_strand	downstream
0	XLOC_017658	TCONS_00036174	AT3G26440	AT3G26440.5	antisense	genic	0	nested	exonic
0	XLOC_017658	TCONS_00036174	AT3G26440	AT3G26440.6	antisense	genic	0	overlapping	exonic
0	XLOC_017658	TCONS_00036174	AT3G26450	AT3G26450.1	sense	intergenic	103	same_strand	downstream
0	XLOC_017658	TCONS_00036174	AT3G26440	AT3G26440.2	antisense	genic	0	nested	exonic
0	XLOC_017658	TCONS_00036174	AT3G26480	AT3G26480.1	sense	intergenic	6141	same_strand	downstream
1	XLOC_015499	TCONS_00031770	AT3G52535	AT3G52535.1	sense	genic	0	containing	exonic
0	XLOC_015499	TCONS_00031770	AT3G52550	AT3G52550.1	antisense	intergenic	3548	convergent	downstream
0	XLOC_015499	TCONS_00031770	AT3G52535	AT3G52535.2	sense	genic	0	containing	exonic
0	XLOC_015499	TCONS_00031770	AT3G08265	AT3G08265.1	sense	intergenic	4985	same_strand	downstream
0	XLOC_015499	TCONS_00031770	AT3G08270	AT3G08270.1	antisense	intergenic	4985	divergent	upstream
0	XLOC_015499	TCONS_00031770	AT3G52560	AT3G52560.2	antisense	intergenic	5833	convergent	downstream
0	XLOC_015499	TCONS_00031770	AT3G52560	AT3G52560.4	antisense	intergenic	5826	convergent	downstream
0	XLOC_015499	TCONS_00031770	AT3G52535	AT3G52535.3	sense	genic	0	containing	exonic
0	XLOC_015499	TCONS_00031770	AT3G52560	AT3G52560.1	antisense	intergenic	5818	convergent	downstream
0	XLOC_015499	TCONS_00031770	AT3G52561	AT3G52561.1	antisense	intergenic	8483	convergent	downstream
0	XLOC_015499	TCONS_00031770	AT3G52525	AT3G52525.1	sense	intergenic	8171	same_strand	downstream
0	XLOC_015499	TCONS_00031770	AT3G52520	AT3G52520.1	sense	intergenic	9746	same_strand	downstream
0	XLOC_015499	TCONS_00031770	AT3G52560	AT3G52560.3	antisense	intergenic	5833	convergent	downstream
0	XLOC_015499	TCONS_00031770	AT3G52526	AT3G52526.3	sense	genic	0	containing	exonic
0	XLOC_015499	TCONS_00031770	AT3G52540	AT3G52540.1	antisense	genic	0	overlapping	exonic
0	XLOC_015499	TCONS_00031770	AT3G52526	AT3G52526.2	sense	genic	0	containing	exonic
0	XLOC_015499	TCONS_00031770	AT3G52526	AT3G52526.1	sense	genic	0	overlapping	exonic
0	XLOC_015499	TCONS_00031770	AT3G52530	AT3G52530.1	antisense	genic	0	containing	intronic
1	XLOC_025407	TCONS_00052110	AT5G28463	AT5G28463.1	sense	intergenic	158	same_strand	upstream
0	XLOC_025407	TCONS_00052110	AT5G28442	AT5G28442.1	antisense	intergenic	9773	divergent	upstream
0	XLOC_025407	TCONS_00052110	AT5G28450	AT5G28450.1	antisense	intergenic	4771	divergent	upstream
0	XLOC_025407	TCONS_00052110	AT5G28462	AT5G28462.1	sense	intergenic	2450	same_strand	upstream
0	XLOC_025407	TCONS_00052110	AT5G28460	AT5G28460.1	sense	intergenic	1582	same_strand	downstream
1	XLOC_011691	TCONS_00023818	AT2G24570	AT2G24570.1	sense	intergenic	1244	same_strand	downstream
0	XLOC_011691	TCONS_00023818	AT2G24545	AT2G24545.1	sense	intergenic	6701	same_strand	upstream
0	XLOC_011691	TCONS_00023818	AT2G24560	AT2G24560.1	antisense	intergenic	1356	convergent	downstream
0	XLOC_011691	TCONS_00023818	AT2G24530	AT2G24530.1	antisense	intergenic	9960	convergent	downstream
0	XLOC_011691	TCONS_00023818	AT2G24545	AT2G24545.3	sense	intergenic	6759	same_strand	upstream
0	XLOC_011691	TCONS_00023818	AT2G24580	AT2G24580.1	sense	intergenic	8370	same_strand	downstream
0	XLOC_011691	TCONS_00023818	AT2G24545	AT2G24545.2	sense	intergenic	7099	same_strand	upstream
0	XLOC_011691	TCONS_00023818	AT2G24535	AT2G24535.2	antisense	intergenic	8815	convergent	downstream
0	XLOC_011691	TCONS_00023818	AT2G24540	AT2G24540.1	antisense	intergenic	6679	convergent	downstream
0	XLOC_011691	TCONS_00023818	AT2G24530	AT2G24530.2	antisense	intergenic	9960	convergent	downstream
0	XLOC_011691	TCONS_00023818	AT2G24535	AT2G24535.1	antisense	intergenic	8598	convergent	downstream
0	XLOC_011691	TCONS_00023818	AT2G24550	AT2G24550.1	sense	intergenic	4875	same_strand	upstream
0	XLOC_011691	TCONS_00023818	AT2G24560	AT2G24560.2	antisense	intergenic	1288	convergent	downstream
1	XLOC_019074	TCONS_00038930	AT3G60920	AT3G60920.1	sense	genic	0	nested	exonic
0	XLOC_019074	TCONS_00038930	AT3G09495	AT3G09495.1	sense	intergenic	816	same_strand	upstream
0	XLOC_019074	TCONS_00038930	AT3G60880	AT3G60880.1	antisense	intergenic	6677	convergent	downstream
0	XLOC_019074	TCONS_00038930	AT3G60910	AT3G60910.1	antisense	intergenic	2	convergent	downstream
0	XLOC_019074	TCONS_00038930	AT3G60890	AT3G60890.3	sense	intergenic	5543	same_strand	upstream
0	XLOC_019074	TCONS_00038930	AT3G60870	AT3G60870.1	antisense	intergenic	9121	convergent	downstream
0	XLOC_019074	TCONS_00038930	AT3G60920	AT3G60920.2	sense	genic	0	nested	exonic
0	XLOC_019074	TCONS_00038930	AT3G60880	AT3G60880.2	antisense	intergenic	6677	convergent	downstream
0	XLOC_019074	TCONS_00038930	AT3G60890	AT3G60890.1	sense	intergenic	5275	same_strand	upstream
0	XLOC_019074	TCONS_00038930	AT3G60900	AT3G60900.1	sense	intergenic	2135	same_strand	upstream
0	XLOC_019074	TCONS_00038930	AT3G60890	AT3G60890.2	sense	intergenic	5899	same_strand	upstream
0	XLOC_019074	TCONS_00038930	AT3G60910	AT3G60910.2	antisense	intergenic	192	convergent	downstream
1	XLOC_006564	TCONS_00013471	AT1G52620	AT1G52620.1	antisense	genic	0	containing	exonic
0	XLOC_006564	TCONS_00013471	AT1G07827	AT1G07827.1	antisense	intergenic	6476	convergent	downstream
0	XLOC_006564	TCONS_00013471	AT1G52640	AT1G52640.1	sense	intergenic	2422	same_strand	downstream
0	XLOC_006564	TCONS_00013471	AT1G52670	AT1G52670.1	sense	intergenic	8644	same_strand	downstream
0	XLOC_006564	TCONS_00013471	AT1G52630	AT1G52630.1	sense	intergenic	48	same_strand	downstream
0	XLOC_006564	TCONS_00013471	AT1G07837	AT1G07837.1	sense	intergenic	6400	same_strand	downstream
0	XLOC_006564	TCONS_00013471	AT1G52618	AT1G52618.1	antisense	genic	0	containing	exonic
0	XLOC_006564	TCONS_00013471	AT1G52630	AT1G52630.2	sense	intergenic	48	same_strand	downstream
0	XLOC_006564	TCONS_00013471	AT1G52660	AT1G52660.2	antisense	intergenic	7091	divergent	upstream
0	XLOC_006564	TCONS_00013471	AT1G52603	AT1G52603.1	antisense	intergenic	6657	convergent	downstream
0	XLOC_006564	TCONS_00013471	AT1G52650	AT1G52650.1	antisense	intergenic	4569	divergent	upstream
0	XLOC_006564	TCONS_00013471	AT1G52660	AT1G52660.1	antisense	intergenic	7091	divergent	upstream
0	XLOC_006564	TCONS_00013471	AT1G52615	AT1G52615.1	sense	intergenic	607	same_strand	upstream
0	XLOC_006564	TCONS_00013471	AT1G52615	AT1G52615.2	sense	intergenic	607	same_strand	upstream
0	XLOC_006564	TCONS_00013471	AT1G07833	AT1G07833.1	sense	intergenic	2485	same_strand	upstream
1	XLOC_021994	TCONS_00044872	AT4G05305	at4g05305	antisense	intergenic	3522	convergent	downstream
0	XLOC_021994	TCONS_00044872	AT4G08040	AT4G08040.1	antisense	intergenic	4212	convergent	downstream
0	XLOC_021994	TCONS_00044872	AT4G08039	AT4G08039.1	sense	intergenic	7401	same_strand	upstream
1	XLOC_008566	TCONS_00017575	AT2G11225	AT2G11225.1	sense	genic	0	containing	exonic
0	XLOC_008566	TCONS_00017575	AT2G11271	AT2G11271.1	antisense	genic	0	containing	exonic
0	XLOC_008566	TCONS_00017575	AT2G11215	AT2G11215.1	sense	genic	0	containing	exonic
0	XLOC_008566	TCONS_00017575	AT2G11270	AT2G11270.1	sense	genic	0	containing	exonic
1	XLOC_004649	TCONS_00009672	AT1G09483	AT1G09483.1	sense	intergenic	475	same_strand	upstream
