t_id_prev	g_id_prev	t_id_new	g_id_new	exon_count	length	class_code
AT1G04183.1	MSTRG.229	AT1G04183.1	AT1G04183	1	2007	=
MSTRG.230.1	MSTRG.230	TCONS_00000351	XLOC_000146	6	1257	j
MSTRG.230.2	MSTRG.230	TCONS_00000352	XLOC_000146	6	1303	j
AT1G03430.2	MSTRG.230	AT1G03430.2	AT1G03430	5	1383	=
AT1G03430.1	MSTRG.230	AT1G03430.1	AT1G03430	6	1275	=
AT1G03440.1	MSTRG.231	AT1G03440.1	AT1G03440	1	2147	=
AT1G03490.1	AT1G03490	AT1G03490.1	AT1G03490	4	846	=
AT1G03495.1	MSTRG.236	AT1G03495.1	AT1G03495	1	1311	=
AT1G03515.1	MSTRG.239	AT1G03515.1	AT1G03515	1	72	=
AT1G03540.1	MSTRG.242	AT1G03540.1	AT1G03540	1	1929	=
AT1G03545.2	MSTRG.244	AT1G03545.2	AT1G03545	3	1810	=
AT1G03545.1	MSTRG.244	AT1G03545.1	AT1G03545	3	1289	=
AT1G03570.1	AT1G03570	AT1G03570.1	AT1G03570	1	72	=
AT1G03600.1	MSTRG.247	AT1G03600.1	AT1G03600	1	1315	=
AT1G03610.2	MSTRG.248	AT1G03610.2	AT1G03610	4	1974	=
AT1G03610.1	MSTRG.248	AT1G03610.1	AT1G03610	5	1897	=
AT1G03630.1	MSTRG.250	AT1G03630.1	AT1G03630	5	1787	=
AT1G03630.2	MSTRG.250	AT1G03630.2	AT1G03630	5	1653	=
AT1G04203.1	MSTRG.253	AT1G04203.1	AT1G04203	1	206	=
AT1G03687.1	MSTRG.255	AT1G03687.1	AT1G03687	8	1455	=
AT1G03687.2	MSTRG.255	AT1G03687.2	AT1G03687	7	1532	=
AT1G03700.1	AT1G03700	AT1G03700.1	AT1G03700	3	837	=
AT1G03710.1	MSTRG.256	AT1G03710.1	AT1G03710	4	997	=
AT1G03710.2	MSTRG.256	AT1G03710.2	AT1G03710	3	743	=
AT1G03740.2	MSTRG.260	AT1G03740.2	AT1G03740	6	3294	=
AT1G03740.1	MSTRG.260	AT1G03740.1	AT1G03740	7	3194	=
AT1G03750.1	MSTRG.264	AT1G03750.1	AT1G03750	7	2777	=
AT1G03770.2	MSTRG.266	AT1G03770.2	AT1G03770	10	1858	=
AT1G03770.4	MSTRG.266	AT1G03770.4	AT1G03770	9	2138	=
AT1G03770.3	MSTRG.266	AT1G03770.3	AT1G03770	10	1835	=
MSTRG.266.4	MSTRG.266	TCONS_00000378	XLOC_000163	9	1772	j
AT1G03770.1	MSTRG.266	AT1G03770.1	AT1G03770	10	1815	=
AT1G03770.5	MSTRG.266	AT1G03770.5	AT1G03770	9	2060	=
AT1G03770.6	MSTRG.266	AT1G03770.6	AT1G03770	9	1557	=
AT1G03790.1	MSTRG.268	AT1G03790.1	AT1G03790	1	1855	=
AT1G03810.1	MSTRG.270	AT1G03810.1	AT1G03810	2	432	=
MSTRG.274.1	MSTRG.274	TCONS_00000384	XLOC_000166	1	695	x
AT1G03880.1	MSTRG.277	AT1G03880.1	AT1G03880	4	1633	=
AT1G03890.1	MSTRG.278	AT1G03890.1	AT1G03890	4	1520	=
AT1G03900.1	MSTRG.279	AT1G03900.1	AT1G03900	3	1239	=
AT1G03905.3	MSTRG.280	AT1G03905.3	AT1G03905	7	1592	=
AT1G03905.4	MSTRG.280	AT1G03905.4	AT1G03905	5	1760	=
AT1G03905.2	MSTRG.280	AT1G03905.2	AT1G03905	6	1666	=
AT1G03905.1	MSTRG.280	AT1G03905.1	AT1G03905	6	1346	=
AT1G03910.1	MSTRG.281	AT1G03910.1	AT1G03910	13	2565	=
AT1G03910.2	MSTRG.281	AT1G03910.2	AT1G03910	14	2658	=
AT1G03920.3	MSTRG.282	AT1G03920.3	AT1G03920	13	2103	=
AT1G03920.2	MSTRG.282	AT1G03920.2	AT1G03920	12	2164	=
AT1G03920.1	MSTRG.282	AT1G03920.1	AT1G03920	12	2237	=
AT1G03930.1	MSTRG.283	AT1G03930.1	AT1G03930	14	2419	=
MSTRG.284.1	MSTRG.284	TCONS_00000398	XLOC_000174	3	2443	k
AT1G04217.1	MSTRG.284	TCONS_00000399	XLOC_000174	1	218	k
MSTRG.284.2	MSTRG.284	TCONS_00000400	XLOC_000174	2	2439	k
AT1G03935.1	MSTRG.284	TCONS_00000401	XLOC_000174	1	153	k
AT1G04223.1	MSTRG.284	TCONS_00000402	XLOC_000174	1	176	k
AT1G04227.1	MSTRG.284	TCONS_00000403	XLOC_000174	1	870	k
AT1G03960.2	MSTRG.287	AT1G03960.2	AT1G03960	13	2583	=
AT1G03960.3	MSTRG.287	AT1G03960.3	AT1G03960	12	2518	=
AT1G03960.1	MSTRG.287	AT1G03960.1	AT1G03960	13	2422	=
AT1G03960.4	MSTRG.287	AT1G03960.4	AT1G03960	13	2559	=
AT1G03960.5	MSTRG.287	AT1G03960.5	AT1G03960	12	2537	=
AT1G03960.6	MSTRG.287	AT1G03960.6	AT1G03960	13	2283	=
AT1G03960.7	MSTRG.287	AT1G03960.7	AT1G03960	10	1557	=
AT1G03970.1	MSTRG.288	AT1G03970.1	AT1G03970	1	1190	=
AT1G03990.1	MSTRG.292	AT1G03990.1	AT1G03990	3	2384	=
AT1G04020.1	MSTRG.294	AT1G04020.1	AT1G04020	13	2476	=
AT1G04020.2	MSTRG.294	AT1G04020.2	AT1G04020	13	2432	=
AT1G04030.1	MSTRG.295	AT1G04030.1	AT1G04030	5	1854	=
AT1G04030.2	MSTRG.295	AT1G04030.2	AT1G04030	4	1521	=
AT1G04237.1	MSTRG.297	AT1G04237.1	AT1G04237	1	298	=
MSTRG.300.1	MSTRG.300	TCONS_00000418	XLOC_000181	14	3092	n
AT1G04080.3	MSTRG.300	AT1G04080.3	AT1G04080	15	2963	=
MSTRG.300.3	MSTRG.300	TCONS_00000420	XLOC_000181	15	2963	j
AT1G04080.1	MSTRG.300	AT1G04080.1	AT1G04080	13	2767	=
AT1G04080.4	MSTRG.300	AT1G04080.4	AT1G04080	12	2853	=
AT1G04080.5	MSTRG.300	AT1G04080.5	AT1G04080	10	2264	=
AT1G04080.2	MSTRG.300	AT1G04080.2	AT1G04080	10	2444	=
MSTRG.301.1	MSTRG.301	TCONS_00000425	XLOC_000182	5	3573	k
AT1G04090.1	MSTRG.301	AT1G04090.1	AT1G04090	2	2125	=
AT1G04100.1	MSTRG.301	AT1G04100.1	AT1G04100	4	1308	=
MSTRG.305.1	MSTRG.305	TCONS_00000428	XLOC_000183	8	1544	j
AT1G04130.1	MSTRG.305	AT1G04130.1	AT1G04130	8	1468	=
AT1G04130.2	MSTRG.305	AT1G04130.2	AT1G04130	7	1221	=
MSTRG.307.1	MSTRG.307	TCONS_00000431	XLOC_000184	38	5341	j
AT1G04160.2	MSTRG.307	AT1G04160.2	AT1G04160	37	5290	=
AT1G04160.1	MSTRG.307	AT1G04160.1	AT1G04160	38	5200	=
MSTRG.307.4	MSTRG.307	TCONS_00000434	XLOC_000184	37	5067	j
AT1G04170.2	MSTRG.308	AT1G04170.2	AT1G04170	9	2026	=
AT1G04170.1	MSTRG.308	AT1G04170.1	AT1G04170	9	1860	=
AT1G04180.1	MSTRG.309	AT1G04180.1	AT1G04180	2	1649	=
AT1G04200.2	MSTRG.311	AT1G04200.2	AT1G04200	16	3102	=
AT1G04200.1	MSTRG.311	AT1G04200.1	AT1G04200	18	2760	=
MSTRG.311.3	MSTRG.311	TCONS_00000440	XLOC_000187	18	2678	j
AT1G04200.3	MSTRG.311	AT1G04200.3	AT1G04200	17	2549	=
MSTRG.312.1	MSTRG.312	TCONS_00000442	XLOC_000188	11	4070	j
MSTRG.312.2	MSTRG.312	TCONS_00000443	XLOC_000188	11	4067	j
AT1G04210.1	MSTRG.312	AT1G04210.1	AT1G04210	11	4016	=
AT1G04247.1	MSTRG.314	AT1G04247.1	AT1G04247	1	2302	=
MSTRG.315.1	MSTRG.315	TCONS_00000446	XLOC_000190	9	3129	k
AT1G04230.1	MSTRG.315	AT1G04230.1	AT1G04230	8	2100	=
AT1G04230.2	MSTRG.315	AT1G04230.2	AT1G04230	8	2094	=
AT1G04250.1	MSTRG.317	AT1G04250.1	AT1G04250	5	1317	=
AT1G04295.1	MSTRG.321	AT1G04295.1	AT1G04295	2	552	=
AT1G04320.1	AT1G04320	AT1G04320.1	AT1G04320	1	71	=
AT1G04350.1	MSTRG.324	AT1G04350.1	AT1G04350	3	2066	=
AT1G04370.1	AT1G04370	AT1G04370.1	AT1G04370	1	736	=
AT1G04257.1	AT1G04257	AT1G04257.1	AT1G04257	1	252	=
AT1G04420.1	MSTRG.329	AT1G04420.1	AT1G04420	8	1559	=
MSTRG.329.2	MSTRG.329	TCONS_00000456	XLOC_000197	8	1483	j
AT1G04425.1	AT1G04425	AT1G04425.1	AT1G04425	3	457	=
AT1G04430.1	MSTRG.330	AT1G04430.1	AT1G04430	8	2593	=
AT1G04430.3	MSTRG.330	AT1G04430.3	AT1G04430	8	2601	=
AT1G04430.2	MSTRG.330	AT1G04430.2	AT1G04430	8	2557	=
MSTRG.331.1	MSTRG.331	TCONS_00000461	XLOC_000200	15	2833	m
AT1G04440.1	MSTRG.331	AT1G04440.1	AT1G04440	14	2407	=
AT1G04445.2	MSTRG.331	AT1G04445.2	AT1G04445	1	1276	=
AT1G04445.1	MSTRG.331	AT1G04445.1	AT1G04445	1	692	=
AT1G04450.1	MSTRG.332	AT1G04450.1	AT1G04450	5	1299	=
AT1G04455.1	MSTRG.333	AT1G04455.1	AT1G04455	1	354	=
AT1G04480.1	MSTRG.336	AT1G04480.1	AT1G04480	3	891	=
MSTRG.336.2	MSTRG.336	TCONS_00000468	XLOC_000203	2	934	m
AT1G04267.1	MSTRG.337	AT1G04267.1	AT1G04267	1	140	=
AT1G04273.1	MSTRG.336	AT1G04273.1	AT1G04273	1	199	=
AT1G04277.1	MSTRG.336	TCONS_00000471	XLOC_000206	1	212	k
AT1G04510.1	MSTRG.340	AT1G04510.1	AT1G04510	18	2193	=
AT1G04510.2	MSTRG.340	AT1G04510.2	AT1G04510	18	2101	=
AT1G04520.1	MSTRG.341	AT1G04520.1	AT1G04520	4	1569	=
AT1G04540.1	MSTRG.343	AT1G04540.1	AT1G04540	1	2446	=
AT1G04550.2	MSTRG.344	AT1G04550.2	AT1G04550	5	1415	=
MSTRG.344.2	MSTRG.344	TCONS_00000477	XLOC_000210	5	1408	j
AT1G04550.1	MSTRG.344	AT1G04550.1	AT1G04550	3	1488	=
AT1G04555.1	MSTRG.345	AT1G04555.1	AT1G04555	4	991	=
AT1G04560.1	MSTRG.346	AT1G04560.1	AT1G04560	3	855	=
MSTRG.350.3	MSTRG.350	TCONS_00000482	XLOC_000213	23	3541	n
MSTRG.350.1	MSTRG.350	TCONS_00000481	XLOC_000213	23	3552	n
MSTRG.350.2	MSTRG.350	TCONS_00000483	XLOC_000213	42	5853	j
AT1G04600.1	MSTRG.350	AT1G04600.1	AT1G04600	42	5766	=
AT1G04610.1	AT1G04610	AT1G04610.1	AT1G04610	3	1774	=
AT1G04635.1	MSTRG.353	AT1G04635.1	AT1G04635	1	810	=
AT1G04640.1	MSTRG.353	AT1G04640.1	AT1G04640	2	994	=
AT1G04640.2	MSTRG.353	AT1G04640.2	AT1G04640	1	1289	=
AT1G04283.1	AT1G04283	AT1G04283.1	AT1G04283	1	244	=
AT1G04670.1	AT1G04670	AT1G04670.1	AT1G04670	3	763	=
AT1G04690.1	MSTRG.356	AT1G04690.1	AT1G04690	5	1609	=
AT1G04700.1	MSTRG.357	AT1G04700.1	AT1G04700	9	4082	=
AT1G04700.3	MSTRG.357	AT1G04700.3	AT1G04700	6	3260	=
AT1G04700.2	MSTRG.357	AT1G04700.2	AT1G04700	9	3900	=
AT1G04710.1	MSTRG.358	AT1G04710.1	AT1G04710	14	1672	=
AT1G04720.1	AT1G04720	AT1G04720.1	AT1G04720	2	75	=
AT1G04287.1	AT1G04287	AT1G04287.1	AT1G04287	1	317	=
AT1G04760.1	MSTRG.361	AT1G04760.1	AT1G04760	5	1297	=
AT1G04760.2	MSTRG.361	AT1G04760.2	AT1G04760	6	1379	=
AT1G04778.1	MSTRG.363	AT1G04778.1	AT1G04778	2	848	=
AT1G04790.1	MSTRG.365	AT1G04790.1	AT1G04790	9	2751	=
MSTRG.365.2	MSTRG.365	TCONS_00000502	XLOC_000225	9	2877	j
AT1G04810.1	MSTRG.367	AT1G04810.1	AT1G04810	13	3435	=
AT1G04900.1	MSTRG.372	AT1G04900.1	AT1G04900	13	1734	=
AT1G04303.1	MSTRG.375	AT1G04303.1	AT1G04303	1	238	=
AT1G04945.3	MSTRG.378	AT1G04945.3	AT1G04945	9	2606	=
AT1G04940.1	MSTRG.378	AT1G04940.1	AT1G04940	3	1269	=
MSTRG.378.2	MSTRG.378	TCONS_00000508	XLOC_000229	7	2459	n
AT1G04945.4	MSTRG.378	AT1G04945.4	AT1G04945	6	1605	=
AT1G04945.2	MSTRG.378	AT1G04945.2	AT1G04945	5	1707	=
AT1G04945.1	MSTRG.378	AT1G04945.1	AT1G04945	6	1626	=
AT1G04970.3	MSTRG.381	AT1G04970.3	AT1G04970	5	2197	=
AT1G04970.2	MSTRG.381	AT1G04970.2	AT1G04970	6	1944	=
AT1G04970.1	MSTRG.381	AT1G04970.1	AT1G04970	6	1906	=
MSTRG.381.4	MSTRG.381	TCONS_00000515	XLOC_000230	4	2246	m
MSTRG.381.5	MSTRG.381	TCONS_00000516	XLOC_000230	5	1945	j
AT1G05000.3	MSTRG.383	AT1G05000.3	AT1G05000	5	2909	=
AT1G05000.2	MSTRG.383	AT1G05000.2	AT1G05000	6	1341	=
AT1G05000.1	MSTRG.383	AT1G05000.1	AT1G05000	5	1245	=
AT1G05005.1	AT1G05005	AT1G05005.1	AT1G05005	3	684	=
AT1G05035.1	AT1G05035	AT1G05035.1	AT1G05035	4	363	=
AT1G04323.1	AT1G04323	AT1G04323.1	AT1G04323	1	239	=
AT1G05080.1	AT1G05080	AT1G05080.1	AT1G05080	3	1320	=
AT1G05085.1	AT1G05085	AT1G05085.1	AT1G05085	4	375	=
AT1G04327.1	AT1G04327	AT1G04327.1	AT1G04327	1	224	=
MSTRG.391.1	MSTRG.391	TCONS_00000526	XLOC_000238	3	2767	k
AT1G05087.1	MSTRG.391	AT1G05087.1	AT1G05087	2	1011	=
AT1G05087.2	MSTRG.391	AT1G05087.2	AT1G05087	1	1125	=
AT1G05090.1	MSTRG.391	AT1G05090.1	AT1G05090	2	1745	=
AT1G05100.1	MSTRG.392	AT1G05100.1	AT1G05100	1	1341	=
AT1G05136.1	MSTRG.396	AT1G05136.1	AT1G05136	1	141	=
AT1G05140.1	MSTRG.397	AT1G05140.1	AT1G05140	1	1514	=
AT1G04337.1	AT1G04337	AT1G04337.1	AT1G04337	1	368	=
AT1G05200.3	MSTRG.402	AT1G05200.3	AT1G05200	6	2781	=
AT1G05200.4	MSTRG.402	AT1G05200.4	AT1G05200	5	2321	=
AT1G05200.2	MSTRG.402	AT1G05200.2	AT1G05200	7	3305	=
AT1G05200.5	MSTRG.402	AT1G05200.5	AT1G05200	4	2249	=
AT1G05200.6	MSTRG.402	AT1G05200.6	AT1G05200	7	3411	=
AT1G05200.1	MSTRG.402	AT1G05200.1	AT1G05200	7	3388	=
AT1G05200.7	MSTRG.402	AT1G05200.7	AT1G05200	6	2765	=
AT1G04347.1	MSTRG.405	AT1G04347.1	AT1G04347	1	411	=
AT1G05210.1	MSTRG.406	AT1G05210.1	AT1G05210	2	770	=
AT1G05220.1	MSTRG.407	AT1G05220.1	AT1G05220	2	717	=
AT1G04353.1	MSTRG.407	AT1G04353.1	AT1G04353	3	1461	=
AT1G05240.1	MSTRG.410	AT1G05240.1	AT1G05240	4	2478	=
AT1G04363.1	MSTRG.412	AT1G04363.1	AT1G04363	2	282	=
MSTRG.414.1	MSTRG.414	TCONS_00000547	XLOC_000249	1	1802	x
AT1G05260.1	MSTRG.416	AT1G05260.1	AT1G05260	4	1254	=
AT1G04383.1	AT1G04383	AT1G04383.1	AT1G04383	1	238	=
AT1G04387.1	AT1G04387	AT1G04387.1	AT1G04387	1	451	=
AT1G05320.1	MSTRG.421	AT1G05320.1	AT1G05320	7	2798	=
AT1G05320.4	MSTRG.421	AT1G05320.4	AT1G05320	7	2800	=
AT1G05320.3	MSTRG.421	AT1G05320.3	AT1G05320	8	2842	=
MSTRG.421.4	MSTRG.421	TCONS_00000554	XLOC_000253	8	2822	j
AT1G05320.2	MSTRG.421	AT1G05320.2	AT1G05320	7	2754	=
AT1G05320.6	MSTRG.421	AT1G05320.6	AT1G05320	7	2911	=
AT1G05320.5	MSTRG.421	AT1G05320.5	AT1G05320	6	3045	=
AT1G05320.7	MSTRG.421	AT1G05320.7	AT1G05320	7	2939	=
AT1G05320.8	MSTRG.421	AT1G05320.8	AT1G05320	7	2785	=
AT1G05320.9	MSTRG.421	AT1G05320.9	AT1G05320	6	2934	=
AT1G05330.1	MSTRG.422	AT1G05330.1	AT1G05330	1	688	=
AT1G05360.1	MSTRG.425	AT1G05360.1	AT1G05360	8	1806	=
AT1G05360.2	MSTRG.425	AT1G05360.2	AT1G05360	6	2284	=
AT1G05360.3	MSTRG.425	AT1G05360.3	AT1G05360	7	1990	=
AT1G05380.2	MSTRG.426	AT1G05380.2	AT1G05380	8	4235	=
AT1G05380.3	MSTRG.426	AT1G05380.3	AT1G05380	7	4293	=
AT1G05380.1	MSTRG.426	AT1G05380.1	AT1G05380	8	4173	=
AT1G05400.1	MSTRG.428	AT1G05400.1	AT1G05400	4	996	=
AT1G05400.2	MSTRG.428	AT1G05400.2	AT1G05400	4	966	=
AT1G05420.2	AT1G05420	AT1G05420.2	AT1G05420	1	1040	=
AT1G05420.1	AT1G05420	AT1G05420.1	AT1G05420	1	961	=
AT1G05450.2	MSTRG.432	AT1G05450.2	AT1G05450	5	874	=
AT1G05450.1	MSTRG.432	AT1G05450.1	AT1G05450	4	468	=
MSTRG.436.1	MSTRG.436	TCONS_00000574	XLOC_000260	14	3004	j
AT1G05500.1	MSTRG.436	AT1G05500.1	AT1G05500	13	2367	=
AT1G05500.2	MSTRG.436	AT1G05500.2	AT1G05500	11	2014	=
AT1G05510.1	MSTRG.436	AT1G05510.1	AT1G05510	3	980	=
AT1G05540.2	MSTRG.439	AT1G05540.2	AT1G05540	2	1472	=
AT1G05540.1	MSTRG.439	AT1G05540.1	AT1G05540	3	1401	=
AT1G05562.1	MSTRG.441	AT1G05562.1	AT1G05562	1	2136	=
AT1G04397.1	MSTRG.444	AT1G04397.1	AT1G04397	1	207	=
AT1G05590.3	MSTRG.448	AT1G05590.3	AT1G05590	3	2157	=
AT1G05590.2	MSTRG.448	AT1G05590.2	AT1G05590	2	2480	=
AT1G05590.1	MSTRG.448	AT1G05590.1	AT1G05590	3	2331	=
AT1G05600.1	MSTRG.449	AT1G05600.1	AT1G05600	2	1795	=
AT1G05600.3	MSTRG.449	AT1G05600.3	AT1G05600	1	1749	=
AT1G05600.2	MSTRG.449	AT1G05600.2	AT1G05600	2	1671	=
AT1G05620.1	MSTRG.451	AT1G05620.1	AT1G05620	9	1557	=
AT1G05620.2	MSTRG.451	AT1G05620.2	AT1G05620	8	1295	=
MSTRG.452.1	MSTRG.452	TCONS_00000590	XLOC_000267	13	6425	k
MSTRG.452.2	MSTRG.452	TCONS_00000591	XLOC_000267	13	6362	k
MSTRG.452.3	MSTRG.452	TCONS_00000592	XLOC_000267	13	6321	k
MSTRG.452.4	MSTRG.452	TCONS_00000593	XLOC_000267	12	6500	k
AT1G05630.1	MSTRG.452	AT1G05630.1	AT1G05630	10	4888	=
AT1G05630.2	MSTRG.452	AT1G05630.2	AT1G05630	11	4781	=
AT1G05630.3	MSTRG.452	AT1G05630.3	AT1G05630	10	4731	=
MSTRG.452.7	MSTRG.452	TCONS_00000597	XLOC_000267	14	6078	k
AT1G05690.1	MSTRG.460	AT1G05690.1	AT1G05690	5	1983	=
MSTRG.460.3	MSTRG.460	TCONS_00000600	XLOC_000268	5	1915	j
MSTRG.460.2	MSTRG.460	TCONS_00000599	XLOC_000268	5	1924	j
AT1G05700.1	AT1G05700	AT1G05700.1	AT1G05700	11	2880	=
AT1G05700.2	AT1G05700	AT1G05700.2	AT1G05700	10	2944	=
AT1G05710.6	MSTRG.461	AT1G05710.6	AT1G05710	6	1270	=
AT1G05710.3	MSTRG.461	AT1G05710.3	AT1G05710	6	1286	=
AT1G05710.2	MSTRG.461	AT1G05710.2	AT1G05710	5	1352	=
AT1G05710.9	MSTRG.461	AT1G05710.9	AT1G05710	5	1293	=
AT1G05710.8	MSTRG.461	AT1G05710.8	AT1G05710	5	1751	=
AT1G05710.7	MSTRG.461	AT1G05710.7	AT1G05710	5	2005	=
AT1G05710.12	MSTRG.461	AT1G05710.12	AT1G05710	6	1927	=
AT1G05710.11	MSTRG.461	AT1G05710.11	AT1G05710	6	1949	=
AT1G05710.10	MSTRG.461	AT1G05710.10	AT1G05710	4	2108	=
AT1G05710.1	MSTRG.461	AT1G05710.1	AT1G05710	5	2042	=
MSTRG.461.11	MSTRG.461	TCONS_00000613	XLOC_000270	5	1753	n
AT1G05710.5	MSTRG.461	AT1G05710.5	AT1G05710	7	1193	=
AT1G05710.4	MSTRG.461	AT1G05710.4	AT1G05710	6	1198	=
AT1G05710.13	MSTRG.461	AT1G05710.13	AT1G05710	5	1503	=
AT1G05710.14	MSTRG.461	AT1G05710.14	AT1G05710	6	904	=
AT1G04413.1	MSTRG.463	AT1G04413.1	AT1G04413	1	360	=
AT1G05730.1	MSTRG.464	AT1G05730.1	AT1G05730	3	1435	=
MSTRG.464.1	MSTRG.464	TCONS_00000620	XLOC_000272	4	1784	k
AT1G05730.2	MSTRG.464	AT1G05730.2	AT1G05730	2	787	=
AT1G05740.1	MSTRG.464	AT1G05740.1	AT1G05740	3	519	=
AT1G05750.2	MSTRG.466	AT1G05750.2	AT1G05750	2	2713	=
AT1G05750.1	MSTRG.466	AT1G05750.1	AT1G05750	1	3226	=
AT1G05780.1	MSTRG.469	AT1G05780.1	AT1G05780	2	864	=
at1g04423	MSTRG.470	at1g04423	AT1G04423	1	153	=
AT1G04427.1	MSTRG.472	AT1G04427.1	AT1G04427	1	304	=
AT1G05785.4	MSTRG.473	AT1G05785.4	AT1G05785	7	988	=
AT1G05785.3	MSTRG.473	AT1G05785.3	AT1G05785	6	1094	=
AT1G05785.1	MSTRG.473	AT1G05785.1	AT1G05785	7	772	=
AT1G05785.6	MSTRG.473	AT1G05785.6	AT1G05785	6	1055	=
AT1G05785.5	MSTRG.473	AT1G05785.5	AT1G05785	6	1397	=
AT1G05785.2	MSTRG.473	AT1G05785.2	AT1G05785	7	808	=
AT1G05785.7	MSTRG.473	AT1G05785.7	AT1G05785	6	752	=
AT1G05790.3	MSTRG.474	AT1G05790.3	AT1G05790	14	2630	=
AT1G05790.4	MSTRG.474	AT1G05790.4	AT1G05790	14	2538	=
MSTRG.474.3	MSTRG.474	TCONS_00000638	XLOC_000278	14	2609	j
AT1G05790.2	MSTRG.474	AT1G05790.2	AT1G05790	14	2611	=
AT1G05790.1	MSTRG.474	AT1G05790.1	AT1G05790	14	2288	=
AT1G05800.1	AT1G05800	AT1G05800.1	AT1G05800	1	1416	=
AT1G05805.1	MSTRG.475	AT1G05805.1	AT1G05805	6	1795	=
MSTRG.475.2	MSTRG.475	TCONS_00000642	XLOC_000280	6	2126	j
MSTRG.475.3	MSTRG.475	TCONS_00000643	XLOC_000280	5	2188	j
AT1G05810.2	MSTRG.476	AT1G05810.2	AT1G05810	2	1031	=
MSTRG.476.1	MSTRG.476	TCONS_00000645	XLOC_000281	15	2820	j
MSTRG.476.3	MSTRG.476	TCONS_00000646	XLOC_000281	14	3141	k
AT1G05810.1	MSTRG.476	AT1G05810.1	AT1G05810	2	784	=
AT1G05820.1	MSTRG.476	AT1G05820.1	AT1G05820	13	2178	=
AT1G05820.3	MSTRG.476	AT1G05820.3	AT1G05820	12	2482	=
AT1G05820.2	MSTRG.476	AT1G05820.2	AT1G05820	12	2087	=
AT1G05820.4	MSTRG.476	AT1G05820.4	AT1G05820	11	1648	=
AT1G05830.4	MSTRG.477	AT1G05830.4	AT1G05830	25	4145	=
AT1G05830.3	MSTRG.477	AT1G05830.3	AT1G05830	24	4217	=
AT1G05830.1	MSTRG.477	AT1G05830.1	AT1G05830	26	4218	=
MSTRG.477.3	MSTRG.477	TCONS_00000655	XLOC_000282	28	4651	m
AT1G05830.2	MSTRG.477	AT1G05830.2	AT1G05830	26	3850	=
AT1G05835.1	MSTRG.477	AT1G05835.1	AT1G05835	2	599	=
AT1G04437.1	MSTRG.480	AT1G04437.1	AT1G04437	1	257	=
AT1G05860.2	MSTRG.482	AT1G05860.2	AT1G05860	2	1855	=
AT1G05860.1	MSTRG.482	AT1G05860.1	AT1G05860	3	1375	=
AT1G05860.3	MSTRG.482	AT1G05860.3	AT1G05860	2	967	=
AT1G05880.3	AT1G05880	AT1G05880.3	AT1G05880	13	1827	=
AT1G05880.2	AT1G05880	AT1G05880.2	AT1G05880	14	1726	=
AT1G05880.1	AT1G05880	AT1G05880.1	AT1G05880	14	1705	=
AT1G05890.2	MSTRG.484	AT1G05890.2	AT1G05890	16	2675	=
AT1G05890.1	MSTRG.484	AT1G05890.1	AT1G05890	15	2502	=
MSTRG.484.2	MSTRG.484	TCONS_00000667	XLOC_000286	16	4031	j
MSTRG.484.4	MSTRG.484	TCONS_00000668	XLOC_000286	15	2452	j
AT1G05894.1	MSTRG.484	AT1G05894.1	AT1G05894	1	1591	=
MSTRG.485.1	MSTRG.485	TCONS_00000670	XLOC_000287	10	1328	j
AT1G05900.2	MSTRG.485	AT1G05900.2	AT1G05900	11	1443	=
AT1G05900.1	MSTRG.485	AT1G05900.1	AT1G05900	10	1572	=
MSTRG.485.4	MSTRG.485	TCONS_00000673	XLOC_000287	9	1846	m
MSTRG.485.5	MSTRG.485	TCONS_00000674	XLOC_000287	10	1302	j
AT1G05910.1	MSTRG.486	AT1G05910.1	AT1G05910	11	4018	=
AT1G05920.1	AT1G05920	AT1G05920.1	AT1G05920	1	1477	=
AT1G05930.1	AT1G05930	AT1G05930.1	AT1G05930	2	957	=
AT1G05980.1	AT1G05980	AT1G05980.1	AT1G05980	1	72	=
AT1G05990.1	AT1G05990	AT1G05990.1	AT1G05990	1	793	=
AT1G06002.1	MSTRG.491	AT1G06002.1	AT1G06002	1	1641	=
AT1G06010.1	MSTRG.493	AT1G06010.1	AT1G06010	3	907	=
AT1G06020.1	MSTRG.494	AT1G06020.1	AT1G06020	4	1398	=
AT1G06030.1	MSTRG.495	AT1G06030.1	AT1G06030	4	1216	=
AT1G06045.1	MSTRG.497	AT1G06045.1	AT1G06045	2	267	=
AT1G06060.1	MSTRG.499	AT1G06060.1	AT1G06060	7	1117	=
AT1G06060.2	MSTRG.499	AT1G06060.2	AT1G06060	6	1220	=
AT1G06080.1	MSTRG.501	AT1G06080.1	AT1G06080	5	1334	=
AT1G06080.2	MSTRG.501	AT1G06080.2	AT1G06080	4	1344	=
AT1G06090.1	MSTRG.502	AT1G06090.1	AT1G06090	5	2313	=
MSTRG.502.2	MSTRG.502	TCONS_00000690	XLOC_000300	5	2273	j
AT1G06120.1	MSTRG.502	AT1G06120.1	AT1G06120	5	1155	=
AT1G06100.1	MSTRG.503	AT1G06100.1	AT1G06100	5	958	=
AT1G06135.1	AT1G06135	AT1G06135.1	AT1G06135	1	559	=
AT1G06140.1	MSTRG.506	AT1G06140.1	AT1G06140	1	2226	=
AT1G06160.1	AT1G06160	AT1G06160.1	AT1G06160	1	1086	=
AT1G04447.1	AT1G04447	AT1G04447.1	AT1G04447	1	325	=
