transcript_id	gene_id	ref_gene_id	cmp_ref	class_code
AT1G03960.1	MSTRG.287	AT1G03960	AT1G03960.1	=
AT1G03960.4	MSTRG.287	AT1G03960	AT1G03960.4	=
AT1G03960.5	MSTRG.287	AT1G03960	AT1G03960.5	=
AT1G03960.6	MSTRG.287	AT1G03960	AT1G03960.6	=
AT1G03960.7	MSTRG.287	AT1G03960	AT1G03960.7	=
AT1G03970.1	MSTRG.288	AT1G03970	AT1G03970.1	=
AT1G03990.1	MSTRG.292	AT1G03990	AT1G03990.1	=
AT1G04020.1	MSTRG.294	AT1G04020	AT1G04020.1	=
AT1G04020.2	MSTRG.294	AT1G04020	AT1G04020.2	=
AT1G04030.1	MSTRG.295	AT1G04030	AT1G04030.1	=
AT1G04030.2	MSTRG.295	AT1G04030	AT1G04030.2	=
AT1G04237.1	MSTRG.297	AT1G04237	AT1G04237.1	=
MSTRG.300.1	MSTRG.300	NA	AT1G04080.3	n
AT1G04080.3	MSTRG.300	AT1G04080	AT1G04080.3	=
MSTRG.300.3	MSTRG.300	NA	AT1G04080.3	j
AT1G04080.1	MSTRG.300	AT1G04080	AT1G04080.1	=
AT1G04080.4	MSTRG.300	AT1G04080	AT1G04080.4	=
AT1G04080.5	MSTRG.300	AT1G04080	AT1G04080.5	=
AT1G04080.2	MSTRG.300	AT1G04080	AT1G04080.2	=
MSTRG.301.1	MSTRG.301	NA	AT1G04100.1	k
AT1G04090.1	MSTRG.301	AT1G04090	AT1G04090.1	=
AT1G04100.1	MSTRG.301	AT1G04100	AT1G04100.1	=
MSTRG.305.1	MSTRG.305	NA	AT1G04130.1	j
AT1G04130.1	MSTRG.305	AT1G04130	AT1G04130.1	=
AT1G04130.2	MSTRG.305	AT1G04130	AT1G04130.2	=
MSTRG.307.1	MSTRG.307	NA	AT1G04160.1	j
AT1G04160.2	MSTRG.307	AT1G04160	AT1G04160.2	=
AT1G04160.1	MSTRG.307	AT1G04160	AT1G04160.1	=
MSTRG.307.4	MSTRG.307	NA	AT1G04160.1	j
AT1G04170.2	MSTRG.308	AT1G04170	AT1G04170.2	=
AT1G04170.1	MSTRG.308	AT1G04170	AT1G04170.1	=
AT1G04180.1	MSTRG.309	AT1G04180	AT1G04180.1	=
AT1G04200.2	MSTRG.311	AT1G04200	AT1G04200.2	=
AT1G04200.1	MSTRG.311	AT1G04200	AT1G04200.1	=
MSTRG.311.3	MSTRG.311	NA	AT1G04200.1	j
AT1G04200.3	MSTRG.311	AT1G04200	AT1G04200.3	=
MSTRG.312.1	MSTRG.312	NA	AT1G04210.1	j
MSTRG.312.2	MSTRG.312	NA	AT1G04210.1	j
AT1G04210.1	MSTRG.312	AT1G04210	AT1G04210.1	=
AT1G04247.1	MSTRG.314	AT1G04247	AT1G04247.1	=
MSTRG.315.1	MSTRG.315	NA	AT1G04230.1	k
AT1G04230.1	MSTRG.315	AT1G04230	AT1G04230.1	=
AT1G04230.2	MSTRG.315	AT1G04230	AT1G04230.2	=
AT1G04250.1	MSTRG.317	AT1G04250	AT1G04250.1	=
AT1G04295.1	MSTRG.321	AT1G04295	AT1G04295.1	=
AT1G04320.1	AT1G04320	AT1G04320	AT1G04320.1	=
AT1G04350.1	MSTRG.324	AT1G04350	AT1G04350.1	=
AT1G04370.1	AT1G04370	AT1G04370	AT1G04370.1	=
AT1G04257.1	AT1G04257	AT1G04257	AT1G04257.1	=
AT1G04420.1	MSTRG.329	AT1G04420	AT1G04420.1	=
MSTRG.329.2	MSTRG.329	NA	AT1G04420.1	j
AT1G04425.1	AT1G04425	AT1G04425	AT1G04425.1	=
AT1G04430.1	MSTRG.330	AT1G04430	AT1G04430.1	=
AT1G04430.3	MSTRG.330	AT1G04430	AT1G04430.3	=
AT1G04430.2	MSTRG.330	AT1G04430	AT1G04430.2	=
MSTRG.331.1	MSTRG.331	NA	AT1G04440.1	m
AT1G04440.1	MSTRG.331	AT1G04440	AT1G04440.1	=
AT1G04445.2	MSTRG.331	AT1G04445	AT1G04445.2	=
AT1G04445.1	MSTRG.331	AT1G04445	AT1G04445.1	=
AT1G04450.1	MSTRG.332	AT1G04450	AT1G04450.1	=
AT1G04455.1	MSTRG.333	AT1G04455	AT1G04455.1	=
AT1G04480.1	MSTRG.336	AT1G04480	AT1G04480.1	=
MSTRG.336.2	MSTRG.336	NA	AT1G04480.1	m
AT1G04267.1	MSTRG.337	AT1G04267	AT1G04267.1	=
AT1G04273.1	MSTRG.336	AT1G04273	AT1G04273.1	=
AT1G04277.1	MSTRG.336	AT1G04277	AT1G04277.1	k
AT1G04510.1	MSTRG.340	AT1G04510	AT1G04510.1	=
AT1G04510.2	MSTRG.340	AT1G04510	AT1G04510.2	=
AT1G04520.1	MSTRG.341	AT1G04520	AT1G04520.1	=
AT1G04540.1	MSTRG.343	AT1G04540	AT1G04540.1	=
AT1G04550.2	MSTRG.344	AT1G04550	AT1G04550.2	=
MSTRG.344.2	MSTRG.344	NA	AT1G04550.2	j
AT1G04550.1	MSTRG.344	AT1G04550	AT1G04550.1	=
AT1G04555.1	MSTRG.345	AT1G04555	AT1G04555.1	=
AT1G04560.1	MSTRG.346	AT1G04560	AT1G04560.1	=
MSTRG.350.3	MSTRG.350	NA	AT1G04600.1	n
MSTRG.350.1	MSTRG.350	NA	AT1G04600.1	n
MSTRG.350.2	MSTRG.350	NA	AT1G04600.1	j
AT1G04600.1	MSTRG.350	AT1G04600	AT1G04600.1	=
AT1G04610.1	AT1G04610	AT1G04610	AT1G04610.1	=
AT1G04635.1	MSTRG.353	AT1G04635	AT1G04635.1	=
AT1G04640.1	MSTRG.353	AT1G04640	AT1G04640.1	=
AT1G04640.2	MSTRG.353	AT1G04640	AT1G04640.2	=
AT1G04283.1	AT1G04283	AT1G04283	AT1G04283.1	=
AT1G04670.1	AT1G04670	AT1G04670	AT1G04670.1	=
AT1G04690.1	MSTRG.356	AT1G04690	AT1G04690.1	=
AT1G04700.1	MSTRG.357	AT1G04700	AT1G04700.1	=
AT1G04700.3	MSTRG.357	AT1G04700	AT1G04700.3	=
AT1G04700.2	MSTRG.357	AT1G04700	AT1G04700.2	=
AT1G04710.1	MSTRG.358	AT1G04710	AT1G04710.1	=
AT1G04720.1	AT1G04720	AT1G04720	AT1G04720.1	=
AT1G04287.1	AT1G04287	AT1G04287	AT1G04287.1	=
AT1G04760.1	MSTRG.361	AT1G04760	AT1G04760.1	=
AT1G04760.2	MSTRG.361	AT1G04760	AT1G04760.2	=
AT1G04778.1	MSTRG.363	AT1G04778	AT1G04778.1	=
AT1G04790.1	MSTRG.365	AT1G04790	AT1G04790.1	=
MSTRG.365.2	MSTRG.365	NA	AT1G04790.1	j
AT1G04810.1	MSTRG.367	AT1G04810	AT1G04810.1	=
AT1G04900.1	MSTRG.372	AT1G04900	AT1G04900.1	=
AT1G04303.1	MSTRG.375	AT1G04303	AT1G04303.1	=
AT1G04945.3	MSTRG.378	AT1G04945	AT1G04945.3	=
AT1G04940.1	MSTRG.378	AT1G04940	AT1G04940.1	=
MSTRG.378.2	MSTRG.378	NA	AT1G04945.3	n
AT1G04945.4	MSTRG.378	AT1G04945	AT1G04945.4	=
AT1G04945.2	MSTRG.378	AT1G04945	AT1G04945.2	=
AT1G04945.1	MSTRG.378	AT1G04945	AT1G04945.1	=
AT1G04970.3	MSTRG.381	AT1G04970	AT1G04970.3	=
AT1G04970.2	MSTRG.381	AT1G04970	AT1G04970.2	=
AT1G04970.1	MSTRG.381	AT1G04970	AT1G04970.1	=
MSTRG.381.4	MSTRG.381	NA	AT1G04970.2	m
MSTRG.381.5	MSTRG.381	NA	AT1G04970.2	j
AT1G05000.3	MSTRG.383	AT1G05000	AT1G05000.3	=
AT1G05000.2	MSTRG.383	AT1G05000	AT1G05000.2	=
AT1G05000.1	MSTRG.383	AT1G05000	AT1G05000.1	=
AT1G05005.1	AT1G05005	AT1G05005	AT1G05005.1	=
AT1G05035.1	AT1G05035	AT1G05035	AT1G05035.1	=
AT1G04323.1	AT1G04323	AT1G04323	AT1G04323.1	=
AT1G05080.1	AT1G05080	AT1G05080	AT1G05080.1	=
AT1G05085.1	AT1G05085	AT1G05085	AT1G05085.1	=
AT1G04327.1	AT1G04327	AT1G04327	AT1G04327.1	=
MSTRG.391.1	MSTRG.391	NA	AT1G05090.1	k
AT1G05087.1	MSTRG.391	AT1G05087	AT1G05087.1	=
AT1G05087.2	MSTRG.391	AT1G05087	AT1G05087.2	=
AT1G05090.1	MSTRG.391	AT1G05090	AT1G05090.1	=
AT1G05100.1	MSTRG.392	AT1G05100	AT1G05100.1	=
AT1G05136.1	MSTRG.396	AT1G05136	AT1G05136.1	=
AT1G05140.1	MSTRG.397	AT1G05140	AT1G05140.1	=
AT1G04337.1	AT1G04337	AT1G04337	AT1G04337.1	=
AT1G05200.3	MSTRG.402	AT1G05200	AT1G05200.3	=
AT1G05200.4	MSTRG.402	AT1G05200	AT1G05200.4	=
AT1G05200.2	MSTRG.402	AT1G05200	AT1G05200.2	=
AT1G05200.5	MSTRG.402	AT1G05200	AT1G05200.5	=
AT1G05200.6	MSTRG.402	AT1G05200	AT1G05200.6	=
AT1G05200.1	MSTRG.402	AT1G05200	AT1G05200.1	=
AT1G05200.7	MSTRG.402	AT1G05200	AT1G05200.7	=
AT1G04347.1	MSTRG.405	AT1G04347	AT1G04347.1	=
AT1G05210.1	MSTRG.406	AT1G05210	AT1G05210.1	=
AT1G05220.1	MSTRG.407	AT1G05220	AT1G05220.1	=
AT1G04353.1	MSTRG.407	AT1G04353	AT1G04353.1	=
AT1G05240.1	MSTRG.410	AT1G05240	AT1G05240.1	=
AT1G04363.1	MSTRG.412	AT1G04363	AT1G04363.1	=
MSTRG.414.1	MSTRG.414	NA	AT1G05250.1	x
AT1G05260.1	MSTRG.416	AT1G05260	AT1G05260.1	=
AT1G04383.1	AT1G04383	AT1G04383	AT1G04383.1	=
AT1G04387.1	AT1G04387	AT1G04387	AT1G04387.1	=
AT1G05320.1	MSTRG.421	AT1G05320	AT1G05320.1	=
AT1G05320.4	MSTRG.421	AT1G05320	AT1G05320.4	=
AT1G05320.3	MSTRG.421	AT1G05320	AT1G05320.3	=
MSTRG.421.4	MSTRG.421	NA	AT1G05320.3	j
AT1G05320.2	MSTRG.421	AT1G05320	AT1G05320.2	=
AT1G05320.6	MSTRG.421	AT1G05320	AT1G05320.6	=
AT1G05320.5	MSTRG.421	AT1G05320	AT1G05320.5	=
AT1G05320.7	MSTRG.421	AT1G05320	AT1G05320.7	=
AT1G05320.8	MSTRG.421	AT1G05320	AT1G05320.8	=
AT1G05320.9	MSTRG.421	AT1G05320	AT1G05320.9	=
AT1G05330.1	MSTRG.422	AT1G05330	AT1G05330.1	=
AT1G05360.1	MSTRG.425	AT1G05360	AT1G05360.1	=
AT1G05360.2	MSTRG.425	AT1G05360	AT1G05360.2	=
AT1G05360.3	MSTRG.425	AT1G05360	AT1G05360.3	=
AT1G05380.2	MSTRG.426	AT1G05380	AT1G05380.2	=
AT1G05380.3	MSTRG.426	AT1G05380	AT1G05380.3	=
AT1G05380.1	MSTRG.426	AT1G05380	AT1G05380.1	=
AT1G05400.1	MSTRG.428	AT1G05400	AT1G05400.1	=
AT1G05400.2	MSTRG.428	AT1G05400	AT1G05400.2	=
AT1G05420.2	AT1G05420	AT1G05420	AT1G05420.2	=
AT1G05420.1	AT1G05420	AT1G05420	AT1G05420.2	=
AT1G05450.2	MSTRG.432	AT1G05450	AT1G05450.2	=
AT1G05450.1	MSTRG.432	AT1G05450	AT1G05450.1	=
MSTRG.436.1	MSTRG.436	NA	AT1G05500.1	j
AT1G05500.1	MSTRG.436	AT1G05500	AT1G05500.1	=
AT1G05500.2	MSTRG.436	AT1G05500	AT1G05500.2	=
AT1G05510.1	MSTRG.436	AT1G05510	AT1G05510.1	=
AT1G05540.2	MSTRG.439	AT1G05540	AT1G05540.2	=
AT1G05540.1	MSTRG.439	AT1G05540	AT1G05540.1	=
AT1G05562.1	MSTRG.441	AT1G05562	AT1G05562.1	=
AT1G04397.1	MSTRG.444	AT1G04397	AT1G04397.1	=
AT1G05590.3	MSTRG.448	AT1G05590	AT1G05590.3	=
AT1G05590.2	MSTRG.448	AT1G05590	AT1G05590.2	=
AT1G05590.1	MSTRG.448	AT1G05590	AT1G05590.1	=
AT1G05600.1	MSTRG.449	AT1G05600	AT1G05600.1	=
AT1G05600.3	MSTRG.449	AT1G05600	AT1G05600.3	=
AT1G05600.2	MSTRG.449	AT1G05600	AT1G05600.2	=
AT1G05620.1	MSTRG.451	AT1G05620	AT1G05620.1	=
AT1G05620.2	MSTRG.451	AT1G05620	AT1G05620.2	=
MSTRG.452.1	MSTRG.452	NA	AT1G05630.2	k
MSTRG.452.2	MSTRG.452	NA	AT1G05630.2	k
MSTRG.452.3	MSTRG.452	NA	AT1G05630.2	k
MSTRG.452.4	MSTRG.452	NA	AT1G05630.2	k
AT1G05630.1	MSTRG.452	AT1G05630	AT1G05630.1	=
AT1G05630.2	MSTRG.452	AT1G05630	AT1G05630.2	=
AT1G05630.3	MSTRG.452	AT1G05630	AT1G05630.3	=
MSTRG.452.7	MSTRG.452	NA	AT1G05630.2	k
AT1G05690.1	MSTRG.460	AT1G05690	AT1G05690.1	=
MSTRG.460.3	MSTRG.460	NA	AT1G05690.1	j
MSTRG.460.2	MSTRG.460	NA	AT1G05690.1	j
AT1G05700.1	AT1G05700	AT1G05700	AT1G05700.1	=
AT1G05700.2	AT1G05700	AT1G05700	AT1G05700.2	=
AT1G05710.6	MSTRG.461	AT1G05710	AT1G05710.6	=
AT1G05710.3	MSTRG.461	AT1G05710	AT1G05710.3	=
AT1G05710.2	MSTRG.461	AT1G05710	AT1G05710.2	=
AT1G05710.9	MSTRG.461	AT1G05710	AT1G05710.9	=
AT1G05710.8	MSTRG.461	AT1G05710	AT1G05710.8	=
AT1G05710.7	MSTRG.461	AT1G05710	AT1G05710.7	=
AT1G05710.12	MSTRG.461	AT1G05710	AT1G05710.12	=
AT1G05710.11	MSTRG.461	AT1G05710	AT1G05710.11	=
AT1G05710.10	MSTRG.461	AT1G05710	AT1G05710.10	=
AT1G05710.1	MSTRG.461	AT1G05710	AT1G05710.1	=
MSTRG.461.11	MSTRG.461	NA	AT1G05710.5	n
AT1G05710.5	MSTRG.461	AT1G05710	AT1G05710.5	=
AT1G05710.4	MSTRG.461	AT1G05710	AT1G05710.4	=
AT1G05710.13	MSTRG.461	AT1G05710	AT1G05710.13	=
AT1G05710.14	MSTRG.461	AT1G05710	AT1G05710.14	=
AT1G04413.1	MSTRG.463	AT1G04413	AT1G04413.1	=
AT1G05730.1	MSTRG.464	AT1G05730	AT1G05730.1	=
MSTRG.464.1	MSTRG.464	NA	AT1G05730.1	k
AT1G05730.2	MSTRG.464	AT1G05730	AT1G05730.2	=
AT1G05740.1	MSTRG.464	AT1G05740	AT1G05740.1	=
AT1G05750.2	MSTRG.466	AT1G05750	AT1G05750.2	=
AT1G05750.1	MSTRG.466	AT1G05750	AT1G05750.1	=
AT1G05780.1	MSTRG.469	AT1G05780	AT1G05780.1	=
at1g04423	MSTRG.470	AT1G04423	at1g04423	=
AT1G04427.1	MSTRG.472	AT1G04427	AT1G04427.1	=
AT1G05785.4	MSTRG.473	AT1G05785	AT1G05785.4	=
AT1G05785.3	MSTRG.473	AT1G05785	AT1G05785.3	=
AT1G05785.1	MSTRG.473	AT1G05785	AT1G05785.1	=
AT1G05785.6	MSTRG.473	AT1G05785	AT1G05785.6	=
AT1G05785.5	MSTRG.473	AT1G05785	AT1G05785.5	=
AT1G05785.2	MSTRG.473	AT1G05785	AT1G05785.2	=
AT1G05785.7	MSTRG.473	AT1G05785	AT1G05785.7	=
AT1G05790.3	MSTRG.474	AT1G05790	AT1G05790.3	=
AT1G05790.4	MSTRG.474	AT1G05790	AT1G05790.4	=
MSTRG.474.3	MSTRG.474	NA	AT1G05790.3	j
AT1G05790.2	MSTRG.474	AT1G05790	AT1G05790.2	=
AT1G05790.1	MSTRG.474	AT1G05790	AT1G05790.1	=
AT1G05800.1	AT1G05800	AT1G05800	AT1G05800.1	=
AT1G05805.1	MSTRG.475	AT1G05805	AT1G05805.1	=
MSTRG.475.2	MSTRG.475	NA	AT1G05805.1	j
MSTRG.475.3	MSTRG.475	NA	AT1G05805.1	j
AT1G05810.2	MSTRG.476	AT1G05810	AT1G05810.2	=
MSTRG.476.1	MSTRG.476	NA	AT1G05820.1	j
MSTRG.476.3	MSTRG.476	NA	AT1G05820.1	k
AT1G05810.1	MSTRG.476	AT1G05810	AT1G05810.2	=
AT1G05820.1	MSTRG.476	AT1G05820	AT1G05820.1	=
AT1G05820.3	MSTRG.476	AT1G05820	AT1G05820.3	=
AT1G05820.2	MSTRG.476	AT1G05820	AT1G05820.2	=
AT1G05820.4	MSTRG.476	AT1G05820	AT1G05820.4	=
AT1G05830.4	MSTRG.477	AT1G05830	AT1G05830.4	=
AT1G05830.3	MSTRG.477	AT1G05830	AT1G05830.3	=
AT1G05830.1	MSTRG.477	AT1G05830	AT1G05830.1	=
MSTRG.477.3	MSTRG.477	NA	AT1G05830.1	m
AT1G05830.2	MSTRG.477	AT1G05830	AT1G05830.2	=
AT1G05835.1	MSTRG.477	AT1G05835	AT1G05835.1	=
AT1G04437.1	MSTRG.480	AT1G04437	AT1G04437.1	=
AT1G05860.2	MSTRG.482	AT1G05860	AT1G05860.2	=
AT1G05860.1	MSTRG.482	AT1G05860	AT1G05860.1	=
AT1G05860.3	MSTRG.482	AT1G05860	AT1G05860.3	=
AT1G05880.3	AT1G05880	AT1G05880	AT1G05880.3	=
AT1G05880.2	AT1G05880	AT1G05880	AT1G05880.2	=
AT1G05880.1	AT1G05880	AT1G05880	AT1G05880.1	=
AT1G05890.2	MSTRG.484	AT1G05890	AT1G05890.2	=
AT1G05890.1	MSTRG.484	AT1G05890	AT1G05890.1	=
MSTRG.484.2	MSTRG.484	NA	AT1G05890.2	j
MSTRG.484.4	MSTRG.484	NA	AT1G05890.2	j
AT1G05894.1	MSTRG.484	AT1G05894	AT1G05894.1	=
MSTRG.485.1	MSTRG.485	NA	AT1G05900.2	j
AT1G05900.2	MSTRG.485	AT1G05900	AT1G05900.2	=
AT1G05900.1	MSTRG.485	AT1G05900	AT1G05900.1	=
MSTRG.485.4	MSTRG.485	NA	AT1G05900.2	m
MSTRG.485.5	MSTRG.485	NA	AT1G05900.2	j
AT1G05910.1	MSTRG.486	AT1G05910	AT1G05910.1	=
AT1G05920.1	AT1G05920	AT1G05920	AT1G05920.1	=
AT1G05930.1	AT1G05930	AT1G05930	AT1G05930.1	=
AT1G05980.1	AT1G05980	AT1G05980	AT1G05980.1	=
AT1G05990.1	AT1G05990	AT1G05990	AT1G05990.1	=
AT1G06002.1	MSTRG.491	AT1G06002	AT1G06002.1	=
AT1G06010.1	MSTRG.493	AT1G06010	AT1G06010.1	=
AT1G06020.1	MSTRG.494	AT1G06020	AT1G06020.1	=
AT1G06030.1	MSTRG.495	AT1G06030	AT1G06030.1	=
AT1G06045.1	MSTRG.497	AT1G06045	AT1G06045.1	=
AT1G06060.1	MSTRG.499	AT1G06060	AT1G06060.1	=
AT1G06060.2	MSTRG.499	AT1G06060	AT1G06060.2	=
AT1G06080.1	MSTRG.501	AT1G06080	AT1G06080.1	=
AT1G06080.2	MSTRG.501	AT1G06080	AT1G06080.2	=
AT1G06090.1	MSTRG.502	AT1G06090	AT1G06090.1	=
MSTRG.502.2	MSTRG.502	NA	AT1G06090.1	j
AT1G06120.1	MSTRG.502	AT1G06120	AT1G06120.1	=
AT1G06100.1	MSTRG.503	AT1G06100	AT1G06100.1	=
AT1G06135.1	AT1G06135	AT1G06135	AT1G06135.1	=
AT1G06140.1	MSTRG.506	AT1G06140	AT1G06140.1	=
AT1G06160.1	AT1G06160	AT1G06160	AT1G06160.1	=
AT1G04447.1	AT1G04447	AT1G04447	AT1G04447.1	=
AT1G06180.1	MSTRG.509	AT1G06180	AT1G06180.1	=
AT1G06210.1	MSTRG.512	AT1G06210	AT1G06210.1	=
MSTRG.512.2	MSTRG.512	NA	AT1G06210.1	m
AT1G06210.2	MSTRG.512	AT1G06210	AT1G06210.2	=
AT1G06220.2	MSTRG.513	AT1G06220	AT1G06220.2	=
AT1G06220.1	MSTRG.513	AT1G06220	AT1G06220.1	=
AT1G06220.3	MSTRG.513	AT1G06220	AT1G06220.3	=
AT1G06225.1	AT1G06225	AT1G06225	AT1G06225.1	=
AT1G06230.4	MSTRG.514	AT1G06230	AT1G06230.4	=
AT1G06230.3	MSTRG.514	AT1G06230	AT1G06230.3	=
MSTRG.514.1	MSTRG.514	NA	AT1G06240.1	j
AT1G06230.2	MSTRG.514	AT1G06230	AT1G06230.2	=
MSTRG.514.4	MSTRG.514	NA	AT1G06240.1	k
MSTRG.514.6	MSTRG.514	NA	AT1G06240.1	j
MSTRG.514.7	MSTRG.514	NA	AT1G06240.1	j
AT1G06230.1	MSTRG.514	AT1G06230	AT1G06230.1	=
MSTRG.514.9	MSTRG.514	NA	AT1G06240.1	j
MSTRG.514.8	MSTRG.514	NA	AT1G06240.1	k
MSTRG.514.11	MSTRG.514	NA	AT1G06240.1	k
MSTRG.514.12	MSTRG.514	NA	AT1G06240.1	k
AT1G06240.1	MSTRG.514	AT1G06240	AT1G06240.1	=
AT1G06260.1	MSTRG.516	AT1G06260	AT1G06260.1	=
AT1G06290.1	MSTRG.517	AT1G06290	AT1G06290.1	=
MSTRG.517.2	MSTRG.517	NA	AT1G06290.1	j
AT1G06310.1	MSTRG.517	AT1G06310	AT1G06310.1	=
AT1G06320.1	AT1G06320	AT1G06320	AT1G06320.1	=
AT1G06380.1	MSTRG.521	AT1G06380	AT1G06380.1	=
AT1G06390.1	MSTRG.522	AT1G06390	AT1G06390.1	=
AT1G06390.2	MSTRG.522	AT1G06390	AT1G06390.2	=
AT1G06410.1	MSTRG.524	AT1G06410	AT1G06410.1	=
AT1G06410.2	MSTRG.524	AT1G06410	AT1G06410.2	=
AT1G06410.3	MSTRG.524	AT1G06410	AT1G06410.3	=
AT1G06420.1	MSTRG.525	AT1G06420	AT1G06420.1	=
AT1G06420.2	MSTRG.525	AT1G06420	AT1G06420.2	=
AT1G06450.1	MSTRG.527	AT1G06450	AT1G06450.1	=
AT1G04467.1	MSTRG.530	AT1G04467	AT1G04467.1	=
AT1G06470.2	MSTRG.531	AT1G06470	AT1G06470.2	=
AT1G06470.1	MSTRG.531	AT1G06470	AT1G06470.1	=
MSTRG.531.4	MSTRG.531	NA	AT1G06470.3	n
MSTRG.531.3	MSTRG.531	NA	AT1G06470.3	n
AT1G06470.4	MSTRG.531	AT1G06470	AT1G06470.4	=
AT1G06470.3	MSTRG.531	AT1G06470	AT1G06470.3	=
AT1G06480.1	AT1G06480	AT1G06480	AT1G06480.1	=
AT1G06490.2	MSTRG.533	AT1G06490	AT1G06490.2	=
AT1G06490.1	MSTRG.533	AT1G06490	AT1G06490.1	=
AT1G06500.4	MSTRG.534	AT1G06500	AT1G06500.4	=
AT1G06500.1	MSTRG.534	AT1G06500	AT1G06500.1	=
AT1G06500.2	MSTRG.534	AT1G06500	AT1G06500.2	=
AT1G06500.3	MSTRG.534	AT1G06500	AT1G06500.3	=
AT1G04477.1	MSTRG.537	AT1G04477	AT1G04477.1	=
MSTRG.538.1	MSTRG.538	NA	AT1G06510.1	j
MSTRG.538.3	MSTRG.538	NA	AT1G06510.1	j
MSTRG.538.2	MSTRG.538	NA	AT1G06510.1	j
AT1G06510.1	MSTRG.538	AT1G06510	AT1G06510.1	=
AT1G06530.1	MSTRG.540	AT1G06530	AT1G06530.1	=
AT1G06560.1	MSTRG.543	AT1G06560	AT1G06560.1	=
MSTRG.543.2	MSTRG.543	NA	AT1G06560.1	j
AT1G06610.1	AT1G06610	AT1G06610	AT1G06610.1	=
AT1G06620.2	MSTRG.547	AT1G06620	AT1G06620.2	=
AT1G06620.1	MSTRG.547	AT1G06620	AT1G06620.1	=
MSTRG.547.3	MSTRG.547	NA	AT1G06630.1	j
AT1G06630.5	MSTRG.547	AT1G06630	AT1G06630.5	=
AT1G06630.6	MSTRG.547	AT1G06630	AT1G06630.6	=
AT1G06630.4	MSTRG.547	AT1G06630	AT1G06630.4	=
AT1G06630.2	MSTRG.547	AT1G06630	AT1G06630.2	=
AT1G06630.7	MSTRG.547	AT1G06630	AT1G06630.7	=
AT1G06630.8	MSTRG.547	AT1G06630	AT1G06630.8	=
AT1G06630.9	MSTRG.547	AT1G06630	AT1G06630.9	=
AT1G06630.3	MSTRG.547	AT1G06630	AT1G06630.3	=
AT1G06630.1	MSTRG.547	AT1G06630	AT1G06630.1	=
MSTRG.547.13	MSTRG.547	NA	AT1G06630.1	j
MSTRG.547.14	MSTRG.547	NA	AT1G06630.1	n
MSTRG.547.15	MSTRG.547	NA	AT1G06630.1	n
MSTRG.547.16	MSTRG.547	NA	AT1G06630.1	n
AT1G06640.1	MSTRG.547	AT1G06640	AT1G06640.1	=
AT1G06640.3	MSTRG.547	AT1G06640	AT1G06640.3	=
AT1G06640.2	MSTRG.547	AT1G06640	AT1G06640.2	=
MSTRG.547.19	MSTRG.547	NA	AT1G06645.1	j
MSTRG.547.18	MSTRG.547	NA	AT1G06645.1	j
AT1G06645.1	MSTRG.547	AT1G06645	AT1G06645.1	=
AT1G06650.1	MSTRG.547	AT1G06650	AT1G06650.1	=
AT1G06650.2	MSTRG.547	AT1G06650	AT1G06650.2	=
AT1G06670.1	MSTRG.550	AT1G06670	AT1G06670.1	=
MSTRG.550.2	MSTRG.550	NA	AT1G06670.2	j
AT1G06670.2	MSTRG.550	AT1G06670	AT1G06670.2	=
AT1G06680.1	MSTRG.550	AT1G06680	AT1G06680.1	=
AT1G06680.2	MSTRG.550	AT1G06680	AT1G06680.2	=
AT1G04493.1	MSTRG.554	AT1G04493	AT1G04493.1	=
AT1G04497.1	MSTRG.555	AT1G04497	AT1G04497.1	=
AT1G06730.1	MSTRG.557	AT1G06730	AT1G06730.1	=
AT1G06740.1	MSTRG.558	AT1G06740	AT1G06740.1	=
MSTRG.558.1	MSTRG.558	NA	AT1G06750.1	n
MSTRG.558.3	MSTRG.558	NA	AT1G06750.1	m
AT1G06750.1	MSTRG.558	AT1G06750	AT1G06750.1	=
AT1G06750.2	MSTRG.558	AT1G06750	AT1G06750.2	=
AT1G06750.3	MSTRG.558	AT1G06750	AT1G06750.3	=
AT1G04503.1	MSTRG.560	AT1G04503	AT1G04503.1	=
AT1G06780.2	MSTRG.562	AT1G06780	AT1G06780.2	=
AT1G06780.1	MSTRG.562	AT1G06780	AT1G06780.1	=
MSTRG.562.3	MSTRG.562	NA	AT1G06780.2	j
AT1G06790.1	MSTRG.563	AT1G06790	AT1G06790.1	=
AT1G06790.2	MSTRG.563	AT1G06790	AT1G06790.2	=
AT1G04513.1	MSTRG.563	AT1G04513	AT1G04513.1	k
AT1G06830.1	MSTRG.567	AT1G06830	AT1G06830.1	=
AT1G06850.1	MSTRG.569	AT1G06850	AT1G06850.1	=
AT1G06850.2	MSTRG.569	AT1G06850	AT1G06850.2	=
AT1G06870.1	MSTRG.570	AT1G06870	AT1G06870.1	=
AT1G06910.1	MSTRG.575	AT1G06910	AT1G06910.1	=
AT1G06923.1	AT1G06923	AT1G06923	AT1G06923.1	=
AT1G06930.1	AT1G06930	AT1G06930	AT1G06930.1	=
AT1G06960.4	MSTRG.577	AT1G06960	AT1G06960.4	=
AT1G06960.3	MSTRG.577	AT1G06960	AT1G06960.3	=
AT1G06960.2	MSTRG.577	AT1G06960	AT1G06960.2	=
AT1G06960.1	MSTRG.577	AT1G06960	AT1G06960.1	=
MSTRG.577.3	MSTRG.577	NA	AT1G06960.4	j
